timestamp_ms,speed_kmh,rpm,accel_x,accel_y,accel_z,roll,pitch,g_force,latitude,longitude,heading,lap,distance_m,faults
29310,83.67,47560.6,-0.8471,-0.9411,9.6618,-2.37,-8.15,0.993,12.983956,77.579529,-24.5,0,708.2,0x0
29320,83.6,47521.2,0.5713,-0.5959,9.8002,-2.4,-8.06,1.003,12.983962,77.579526,-28.6,0,708.4,0x0
29330,83.42,47418.9,0.879,-0.9528,9.7353,-2.45,-8.01,1.001,12.983969,77.579522,-31.7,0,708.7,0x0
29340,83.39,47401.6,0.6117,-0.7239,9.7935,-2.49,-7.94,1.003,12.983975,77.579517,-33.9,0,708.9,0x0
29350,83.12,47244.2,1.0216,-0.7493,10.0097,-2.54,-7.9,1.028,12.983981,77.579513,-34.3,0,709.1,0x0
29360,83.02,47189.8,0.9715,-0.6731,9.8627,-2.54,-7.85,1.013,12.983987,77.579509,-34.4,0,709.4,0x0
29370,82.85,47091.0,1.2401,-0.6126,9.8299,-2.56,-7.83,1.012,12.983993,77.579505,-33.1,0,709.6,0x0
29380,82.85,47090.3,1.0206,0.0783,9.867,-2.5,-7.78,1.011,12.984,77.5795,-32.8,0,709.8,0x0
29390,82.93,47136.8,1.4448,-1.0206,9.8354,-2.57,-7.78,1.019,12.984006,77.579497,-30.6,0,710.1,0x0
29400,82.86,47100.8,0.9447,-0.6402,9.7402,-2.6,-7.73,1.0,12.984012,77.579492,-33.4,0,710.3,0x0
29410,82.94,47142.8,1.7866,-0.5841,9.8422,-2.63,-7.78,1.021,12.984018,77.579488,-38.5,0,710.5,0x0
29420,82.89,47118.0,1.3337,-0.5947,9.8101,-2.65,-7.77,1.011,12.984024,77.579483,-36.8,0,710.8,0x0
29430,82.85,47094.7,1.7272,-0.5962,9.8642,-2.67,-7.82,1.023,12.98403,77.579479,-34.9,0,711.0,0x0
29440,82.98,47168.4,1.18,-1.0889,9.6565,-2.74,-7.8,0.998,12.984036,77.579474,-37.0,0,711.2,0x0
29450,83.06,47212.1,0.9983,-0.2057,9.8552,-2.7,-7.76,1.01,12.984042,77.57947,-35.6,0,711.4,0x0
29460,82.98,47166.7,1.3939,-0.3631,9.8863,-2.7,-7.76,1.018,12.984048,77.579466,-32.1,0,711.7,0x0
29470,82.92,47132.1,1.8074,-1.2564,9.8339,-2.79,-7.8,1.027,12.984055,77.579462,-28.2,0,711.9,0x0
29480,82.9,47119.8,1.9514,-0.9956,9.9728,-2.85,-7.88,1.041,12.984062,77.579458,-28.4,0,712.1,0x0
29490,82.9,47122.8,0.0996,-1.0369,9.428,-2.93,-7.73,0.967,12.984068,77.579454,-30.9,0,712.4,0x0
29500,82.73,47024.1,0.6831,-1.2723,9.7589,-3.02,-7.65,1.006,12.984074,77.57945,-34.1,0,712.6,0x0
29510,82.72,47020.3,0.8459,-0.7787,9.8267,-3.04,-7.58,1.009,12.98408,77.579446,-31.6,0,712.8,0x0
29520,82.7,47008.7,0.3972,-0.7776,10.0487,-3.07,-7.48,1.028,12.984087,77.579442,-33.3,0,713.1,0x0
29530,82.68,46994.7,1.1701,-1.2757,9.8003,-3.16,-7.47,1.014,12.984093,77.579438,-33.3,0,713.3,0x0
29540,82.8,47065.2,1.3486,-0.7769,9.7556,-3.2,-7.46,1.007,12.984099,77.579433,-35.2,0,713.5,0x0
29550,82.69,47003.4,1.1126,-0.9892,9.8246,-3.25,-7.44,1.013,12.984105,77.579429,-36.0,0,713.7,0x0
29560,82.54,46917.5,1.2365,-0.8928,9.8396,-3.28,-7.45,1.015,12.984111,77.579425,-32.7,0,714.0,0x0
29570,82.45,46865.2,1.3114,-0.7082,9.7629,-3.31,-7.46,1.007,12.984118,77.579421,-28.8,0,714.2,0x0
29580,82.46,46869.3,0.1945,-1.246,9.8068,-3.4,-7.34,1.008,12.984124,77.579417,-31.8,0,714.4,0x0
29590,82.45,46864.6,1.4697,-1.5736,9.5897,-3.52,-7.36,1.002,12.98413,77.579414,-27.6,0,714.7,0x0
29600,82.55,46920.2,0.5213,-0.7356,9.9259,-3.53,-7.27,1.016,12.984137,77.57941,-25.0,0,714.9,0x0
29610,82.52,46904.3,1.6233,-0.8577,9.7562,-3.55,-7.29,1.012,12.984144,77.579407,-29.8,0,715.1,0x0
29620,82.5,46895.1,0.7827,-0.6931,9.6075,-3.56,-7.24,0.985,12.98415,77.579403,-29.8,0,715.4,0x0
29630,82.43,46855.4,0.3341,-1.1992,9.8435,-3.64,-7.14,1.011,12.984157,77.579399,-28.2,0,715.6,0x0
29640,82.4,46839.7,0.9908,-1.1956,9.6967,-3.7,-7.12,1.001,12.984163,77.579395,-30.0,0,715.8,0x0
29650,82.38,46826.3,1.0556,-0.9258,9.9518,-3.74,-7.1,1.025,12.984169,77.579391,-31.0,0,716.0,0x0
29660,82.22,46732.8,1.2622,-0.754,9.8973,-3.75,-7.11,1.02,12.984176,77.579388,-30.2,0,716.3,0x0
29670,81.98,46597.2,0.7471,-0.6727,9.8171,-3.75,-7.06,1.006,12.984182,77.579384,-29.5,0,716.5,0x0
29680,81.86,46528.7,1.0455,-1.1846,9.8584,-3.8,-7.04,1.018,12.984189,77.57938,-29.2,0,716.7,0x0
29690,81.71,46443.4,-0.0258,-1.282,9.8375,-3.88,-6.9,1.011,12.984195,77.579377,-28.2,0,716.9,0x0
29700,81.57,46364.7,1.8382,-0.9404,9.6271,-3.92,-6.97,1.004,12.984202,77.579373,-26.5,0,717.2,0x0
29710,81.74,46459.2,0.5867,-1.4512,9.9376,-3.99,-6.9,1.025,12.984208,77.57937,-25.8,0,717.4,0x0
29720,81.72,46452.6,1.7313,-1.0098,9.7427,-4.04,-6.98,1.014,12.984215,77.579367,-23.2,0,717.6,0x0
29730,81.75,46466.6,1.4719,-1.3401,9.8385,-4.09,-7.02,1.023,12.984222,77.579364,-25.1,0,717.9,0x0
29740,81.71,46444.3,1.5208,-1.1425,9.6793,-4.15,-7.05,1.006,12.984228,77.579361,-25.6,0,718.1,0x0
29750,81.68,46427.7,1.3581,-1.174,9.8391,-4.19,-7.08,1.02,12.984235,77.579357,-25.9,0,718.3,0x0
29760,81.53,46344.9,0.3482,-1.3258,9.9199,-4.25,-6.98,1.021,12.984241,77.579354,-26.0,0,718.5,0x0
29770,81.55,46352.7,1.4523,-1.0877,9.8165,-4.3,-7.02,1.018,12.984248,77.579351,-28.1,0,718.8,0x0
29780,81.6,46383.7,1.6061,-0.7283,9.7446,-4.3,-7.07,1.009,12.984254,77.579347,-25.8,0,719.0,0x0
29790,81.51,46331.0,1.3268,-0.8304,9.8028,-4.31,-7.09,1.012,12.984261,77.579344,-28.1,0,719.2,0x0
29800,81.7,46437.1,0.7998,-0.7622,9.7283,-4.32,-7.03,0.998,12.984267,77.57934,-29.1,0,719.4,0x0
29810,81.57,46365.9,1.0284,-1.1218,9.7219,-4.37,-7.01,1.003,12.984274,77.579336,-30.3,0,719.7,0x0
29820,81.41,46273.7,0.8377,-0.9568,9.69,-4.38,-6.96,0.996,12.98428,77.579333,-28.1,0,719.9,0x0
29830,81.21,46163.1,0.614,-0.7206,9.6719,-4.38,-6.88,0.991,12.984286,77.579329,-29.4,0,720.1,0x0
29840,81.15,46126.6,1.0917,-0.8343,9.7671,-4.38,-6.86,1.005,12.984293,77.579325,-33.2,0,720.3,0x0
29850,81.13,46114.7,1.4775,-0.9917,9.8038,-4.41,-6.9,1.016,12.984299,77.579321,-35.4,0,720.6,0x0
29860,81.18,46145.7,1.5788,-0.6755,9.7578,-4.39,-6.96,1.01,12.984305,77.579316,-33.8,0,720.8,0x0
29870,81.08,46085.1,0.7843,-0.3093,9.8529,-4.33,-6.92,1.008,12.984311,77.579312,-35.2,0,721.0,0x0
29880,81.17,46138.1,0.8211,-1.2416,9.8496,-4.37,-6.88,1.015,12.984317,77.579308,-30.4,0,721.2,0x0
29890,81.09,46094.9,1.1151,-1.0337,9.6298,-4.4,-6.88,0.994,12.984323,77.579305,-29.9,0,721.5,0x0
29900,81.16,46130.1,1.0341,-0.5124,9.8404,-4.38,-6.88,1.01,12.984329,77.579301,-30.7,0,721.7,0x0
29910,81.11,46103.4,0.7315,-0.3378,9.79,-4.33,-6.82,1.001,12.984336,77.579297,-31.1,0,721.9,0x0
29920,81.18,46143.6,0.0415,-1.1092,9.958,-4.37,-6.68,1.021,12.984342,77.579293,-31.7,0,722.1,0x0
29930,81.21,46162.4,1.2641,-1.4405,9.8177,-4.43,-6.7,1.02,12.984348,77.579289,-36.7,0,722.4,0x0
29940,81.09,46095.1,1.5273,-1.0504,9.6979,-4.45,-6.73,1.006,12.984354,77.579284,-36.1,0,722.6,0x0
29950,81.05,46068.2,0.7394,-1.1566,9.7204,-4.51,-6.68,1.001,12.984359,77.57928,-36.1,0,722.8,0x0
29960,80.97,46022.9,0.7166,-1.1,9.8762,-4.55,-6.63,1.016,12.984365,77.579275,-35.5,0,723.1,0x0
29970,80.91,45992.7,0.2389,-1.233,9.7725,-4.59,-6.53,1.004,12.984371,77.579271,-38.7,0,723.3,0x0
29980,80.85,45958.5,0.1496,-1.3194,9.829,-4.66,-6.41,1.011,12.984377,77.579267,-34.2,0,723.5,0x0
29990,80.9,45983.5,0.9349,-1.5119,9.8209,-4.75,-6.39,1.017,12.984383,77.579262,-35.5,0,723.7,0x0
30000,80.71,45874.6,0.3582,-1.5069,9.9138,-4.82,-6.31,1.023,12.984389,77.579258,-35.4,0,723.9,0x0
30010,80.65,45844.6,0.8971,-1.2571,9.8538,-4.86,-6.28,1.017,12.984394,77.579253,-39.6,0,724.2,0x0
30020,80.59,45806.6,1.1632,-1.3441,9.8666,-4.92,-6.3,1.022,12.9844,77.579249,-38.6,0,724.4,0x0
30030,80.55,45782.8,1.1388,-0.7444,9.791,-4.9,-6.29,1.008,12.984406,77.579244,-37.5,0,724.6,0x0
30040,80.59,45807.2,0.2752,-1.3755,9.6136,-4.96,-6.21,0.99,12.984412,77.57924,-36.7,0,724.8,0x0
30050,80.4,45699.8,1.1198,-0.7844,9.8525,-4.95,-6.23,1.014,12.984417,77.579235,-37.3,0,725.1,0x0
30060,80.39,45692.6,1.2039,-0.9973,9.8503,-4.98,-6.25,1.017,12.984423,77.57923,-39.6,0,725.3,0x0
30070,80.25,45614.2,0.9954,-0.9729,9.8008,-5.0,-6.24,1.009,12.984428,77.579226,-40.6,0,725.5,0x0
30080,80.21,45592.9,0.5564,-1.2998,9.8095,-5.05,-6.17,1.01,12.984434,77.579221,-40.8,0,725.7,0x0
30090,80.14,45551.4,0.7094,-1.099,9.9045,-5.08,-6.13,1.018,12.984439,77.579216,-41.5,0,726.0,0x0
30100,79.99,45466.4,-0.0309,-1.0025,9.9736,-5.1,-6.01,1.022,12.984445,77.579211,-40.3,0,726.2,0x0
30110,80.05,45499.3,0.414,-1.5118,10.0305,-5.15,-5.93,1.035,12.98445,77.579206,-40.0,0,726.4,0x0
30120,79.84,45382.7,0.2585,-1.5129,9.9332,-5.2,-5.86,1.025,12.984456,77.579202,-40.5,0,726.6,0x0
30130,79.92,45424.6,0.6469,-1.4648,9.8325,-5.26,-5.81,1.015,12.984461,77.579197,-41.0,0,726.8,0x0
30140,79.84,45383.7,1.47,-1.45,9.8949,-5.3,-5.86,1.03,12.984466,77.579192,-42.7,0,727.1,0x0
30150,79.82,45369.4,-0.0472,-1.5648,10.0915,-5.36,-5.74,1.041,12.984472,77.579187,-43.4,0,727.3,0x0
30160,79.72,45313.9,0.8331,-1.4351,9.7449,-5.43,-5.73,1.008,12.984477,77.579182,-41.3,0,727.5,0x0
30170,79.66,45277.4,0.8478,-1.3357,9.8637,-5.47,-5.72,1.018,12.984483,77.579177,-39.8,0,727.7,0x0
30180,79.68,45289.6,1.1388,-1.3086,9.7511,-5.53,-5.74,1.01,12.984488,77.579172,-40.3,0,728.0,0x0
30190,79.3,45073.4,-0.0356,-1.5596,9.6957,-5.62,-5.62,1.001,12.984493,77.579167,-43.2,0,728.2,0x0
30200,79.24,45043.2,0.8818,-1.5173,9.8347,-5.69,-5.6,1.018,12.984498,77.579162,-43.6,0,728.4,0x0
30210,79.2,45016.6,0.2428,-1.3543,9.8708,-5.72,-5.53,1.016,12.984503,77.579157,-43.9,0,728.6,0x0
30220,79.31,45082.0,0.7114,-1.0103,9.9486,-5.72,-5.5,1.022,12.984508,77.579152,-46.6,0,728.8,0x0
30230,79.17,44998.9,0.975,-1.1365,9.8898,-5.73,-5.5,1.02,12.984513,77.579147,-45.5,0,729.1,0x0
30240,79.13,44980.9,1.4584,-1.2062,9.8572,-5.77,-5.56,1.023,12.984518,77.579141,-46.5,0,729.3,0x0
30250,78.98,44894.2,0.5954,-1.5065,9.67,-5.84,-5.53,0.999,12.984523,77.579136,-45.3,0,729.5,0x0
30260,79.01,44909.9,1.5507,-1.661,9.8003,-5.91,-5.6,1.026,12.984529,77.579131,-41.6,0,729.7,0x0
30270,78.96,44879.4,0.8436,-1.3088,9.6842,-5.95,-5.58,1.0,12.984534,77.579126,-43.7,0,729.9,0x0
30280,79.15,44991.4,-0.1435,-0.8561,9.7513,-5.93,-5.44,0.998,12.984539,77.579121,-44.9,0,730.2,0x0
30290,79.22,45027.4,0.9772,-0.9985,9.8016,-5.94,-5.44,1.009,12.984544,77.579116,-44.6,0,730.4,0x0
30300,79.18,45007.4,1.1022,-1.4283,9.7978,-5.98,-5.45,1.016,12.984549,77.579111,-43.9,0,730.6,0x0
30310,79.08,44950.0,1.0218,-1.3122,9.8227,-6.04,-5.46,1.016,12.984554,77.579106,-45.3,0,730.8,0x0
30320,79.13,44977.6,0.6159,-0.6518,9.6308,-6.01,-5.43,0.986,12.984559,77.579101,-45.6,0,731.0,0x0
30330,79.14,44982.2,0.7925,-1.3498,9.7754,-6.05,-5.41,1.009,12.984564,77.579096,-44.1,0,731.3,0x0
30340,79.2,45018.3,0.7757,-0.9347,9.6615,-6.04,-5.39,0.993,12.984569,77.57909,-46.0,0,731.5,0x0
30350,79.09,44953.6,0.3252,-1.3376,9.904,-6.08,-5.32,1.019,12.984574,77.579085,-48.9,0,731.7,0x0
30360,79.16,44993.6,2.0411,-1.5655,9.824,-6.12,-5.44,1.035,12.984578,77.579079,-52.0,0,731.9,0x0
30370,79.21,45025.3,0.6665,-1.1555,9.6892,-6.12,-5.41,0.997,12.984582,77.579073,-53.7,0,732.1,0x0
30380,79.32,45086.1,0.2409,-1.2539,9.774,-6.14,-5.33,1.005,12.984587,77.579068,-50.0,0,732.4,0x0
30390,79.45,45159.9,1.0024,-1.1412,9.8596,-6.16,-5.34,1.017,12.984591,77.579062,-51.8,0,732.6,0x0
30400,79.35,45104.8,0.6093,-0.7113,9.7429,-6.12,-5.31,0.998,12.984596,77.579056,-49.6,0,732.8,0x0
30410,79.27,45059.0,0.9003,-1.6758,9.7045,-6.2,-5.32,1.008,12.9846,77.579051,-48.9,0,733.0,0x0
30420,79.29,45067.9,0.8368,-1.333,10.0086,-6.21,-5.31,1.033,12.984605,77.579045,-50.2,0,733.2,0x0
30430,79.13,44981.2,1.3904,-1.35,9.9273,-6.24,-5.35,1.031,12.984609,77.579039,-51.9,0,733.5,0x0
30440,79.23,45033.3,0.3037,-1.3373,9.9147,-6.27,-5.28,1.02,12.984614,77.579034,-53.8,0,733.7,0x0
30450,79.14,44986.1,1.243,-1.3092,9.7437,-6.3,-5.33,1.01,12.984618,77.579028,-52.8,0,733.9,0x0
30460,79.24,45039.2,0.2015,-1.0798,9.7477,-6.29,-5.25,1.0,12.984622,77.579022,-54.6,0,734.1,0x0
30470,79.18,45006.6,0.9948,-1.6056,9.9173,-6.36,-5.27,1.029,12.984626,77.579016,-54.5,0,734.3,0x0
30480,79.01,44910.3,0.2507,-1.2008,10.0136,-6.38,-5.19,1.028,12.984631,77.57901,-51.7,0,734.6,0x0
30490,78.99,44897.5,0.3961,-0.9695,9.8448,-6.35,-5.14,1.009,12.984635,77.579005,-48.3,0,734.8,0x0
30500,79.01,44912.6,0.4852,-1.2042,9.7358,-6.37,-5.09,1.001,12.98464,77.578999,-46.3,0,735.0,0x0
30510,79.06,44935.8,0.783,-1.9833,9.6925,-6.45,-5.07,1.012,12.984645,77.578994,-42.8,0,735.2,0x0
30520,78.98,44893.2,0.312,-1.0765,10.0118,-6.45,-5.01,1.027,12.98465,77.578989,-44.8,0,735.4,0x0
30530,78.82,44804.6,0.8322,-1.2725,9.8872,-6.46,-4.99,1.02,12.984655,77.578984,-47.8,0,735.7,0x0
30540,78.74,44757.2,0.5937,-1.1129,9.7782,-6.45,-4.97,1.005,12.98466,77.578978,-48.4,0,735.9,0x0
30550,78.75,44763.9,0.2003,-0.9993,9.8059,-6.44,-4.89,1.005,12.984665,77.578973,-48.3,0,736.1,0x0
30560,78.71,44742.3,-0.034,-1.5578,9.6335,-6.49,-4.78,0.995,12.984669,77.578968,-49.4,0,736.3,0x0
30570,78.44,44587.7,0.312,-1.459,9.7057,-6.52,-4.73,1.001,12.984674,77.578962,-49.2,0,736.5,0x0
30580,78.17,44430.3,0.3695,-0.8474,9.819,-6.49,-4.66,1.005,12.984679,77.578957,-44.9,0,736.7,0x0
30590,78.12,44404.5,0.6094,-1.6431,9.8192,-6.54,-4.64,1.017,12.984684,77.578952,-45.5,0,737.0,0x0
30600,78.15,44420.1,0.1151,-1.533,9.6694,-6.59,-4.56,0.998,12.984688,77.578946,-48.5,0,737.2,0x0
30610,78.21,44457.3,0.528,-1.5664,9.8742,-6.63,-4.55,1.021,12.984693,77.578941,-44.9,0,737.4,0x0
30620,78.02,44345.1,1.0282,-1.3575,9.914,-6.65,-4.58,1.025,12.984698,77.578936,-45.7,0,737.6,0x0
30630,77.93,44298.9,0.7606,-1.6578,9.8397,-6.71,-4.56,1.02,12.984703,77.578931,-45.7,0,737.8,0x0
30640,77.88,44267.6,0.983,-1.5363,9.9115,-6.74,-4.59,1.027,12.984708,77.578926,-45.9,0,738.0,0x0
30650,77.75,44194.2,0.7382,-1.6373,9.9288,-6.8,-4.58,1.029,12.984713,77.578921,-48.5,0,738.3,0x0
30660,77.75,44191.2,0.9067,-1.5804,9.872,-6.87,-4.59,1.023,12.984717,77.578915,-47.0,0,738.5,0x0
30670,77.67,44150.6,-0.2339,-1.5107,9.7716,-6.9,-4.47,1.008,12.984722,77.57891,-45.4,0,738.7,0x0
30680,77.77,44207.4,0.2166,-1.0614,9.9737,-6.86,-4.4,1.023,12.984727,77.578905,-46.0,0,738.9,0x0
30690,77.71,44172.0,0.186,-1.2041,9.7942,-6.87,-4.35,1.006,12.984732,77.5789,-48.6,0,739.1,0x0
30700,77.66,44140.4,0.7937,-1.2849,9.6708,-6.87,-4.34,0.998,12.984736,77.578894,-47.3,0,739.3,0x0
30710,77.69,44158.2,0.6113,-1.4872,9.7459,-6.92,-4.33,1.007,12.984741,77.578889,-46.4,0,739.6,0x0
30720,77.61,44115.9,1.049,-1.4868,9.8148,-6.97,-4.37,1.018,12.984746,77.578884,-47.8,0,739.8,0x0
30730,77.6,44106.2,0.1735,-1.4516,9.7539,-7.0,-4.3,1.005,12.984751,77.578879,-45.3,0,740.0,0x0
30740,77.38,43981.4,0.0316,-1.4702,9.9372,-7.02,-4.21,1.024,12.984756,77.578874,-45.4,0,740.2,0x0
30750,77.36,43973.5,-0.0386,-1.3858,9.7844,-7.04,-4.12,1.007,12.984761,77.578869,-44.8,0,740.4,0x0
30760,77.28,43927.0,0.1192,-1.1291,9.8604,-7.02,-4.06,1.012,12.984766,77.578864,-43.8,0,740.6,0x0
30770,77.25,43911.8,0.0286,-1.7208,9.9852,-7.08,-3.98,1.033,12.984771,77.578859,-43.5,0,740.8,0x0
30780,77.25,43908.2,0.982,-1.2561,9.7065,-7.09,-4.02,1.003,12.984776,77.578854,-41.7,0,741.1,0x0
30790,77.01,43775.5,0.6834,-1.7258,9.6911,-7.15,-4.03,1.006,12.984781,77.578849,-44.5,0,741.3,0x0
30800,76.84,43677.0,0.5036,-1.5788,9.8195,-7.2,-3.99,1.015,12.984786,77.578844,-43.8,0,741.5,0x0
30810,76.78,43642.4,0.6246,-1.4239,9.7815,-7.2,-3.98,1.01,12.984791,77.578839,-43.1,0,741.7,0x0
30820,76.78,43640.9,0.0284,-1.6497,9.656,-7.25,-3.91,0.999,12.984796,77.578834,-47.0,0,741.9,0x0
30830,76.73,43612.4,0.3775,-2.0227,9.9245,-7.33,-3.88,1.033,12.9848,77.578829,-46.2,0,742.1,0x0
30840,76.75,43626.3,0.4785,-1.0535,9.8759,-7.31,-3.87,1.014,12.984805,77.578824,-45.5,0,742.3,0x0
30850,76.62,43553.5,0.7559,-1.4663,9.745,-7.32,-3.89,1.008,12.98481,77.578819,-46.0,0,742.6,0x0
30860,76.62,43549.3,0.4594,-1.2603,9.6847,-7.32,-3.86,0.997,12.984815,77.578814,-46.0,0,742.8,0x0
30870,76.35,43398.4,0.3296,-1.4718,9.9367,-7.35,-3.81,1.025,12.98482,77.578809,-45.4,0,743.0,0x0
30880,76.3,43370.7,1.3753,-1.8083,9.9534,-7.4,-3.9,1.041,12.984824,77.578804,-45.5,0,743.2,0x0
30890,76.21,43320.1,-0.9316,-1.2211,9.9327,-7.39,-3.71,1.025,12.984829,77.578799,-46.3,0,743.4,0x0
30900,76.29,43366.8,0.1556,-1.0882,9.9536,-7.36,-3.66,1.021,12.984834,77.578794,-44.5,0,743.6,0x0
30910,76.29,43366.1,0.8885,-1.6228,9.8233,-7.39,-3.68,1.019,12.984839,77.578789,-42.9,0,743.8,0x0
30920,76.15,43284.8,0.2601,-1.767,9.8606,-7.43,-3.64,1.022,12.984844,77.578784,-46.2,0,744.0,0x0
30930,76.05,43227.5,0.7399,-1.9789,9.6932,-7.5,-3.64,1.011,12.984848,77.578779,-48.2,0,744.2,0x0
30940,76.04,43222.3,0.5572,-1.7055,9.7604,-7.54,-3.63,1.012,12.984853,77.578774,-49.9,0,744.5,0x0
30950,76.14,43280.7,-0.6659,-1.6413,9.8716,-7.56,-3.48,1.022,12.984857,77.578768,-47.8,0,744.7,0x0
30960,76.21,43317.5,0.099,-1.6271,9.6919,-7.58,-3.43,1.002,12.984862,77.578763,-49.6,0,744.9,0x0
30970,76.18,43303.0,0.8141,-1.4209,9.6896,-7.58,-3.46,1.002,12.984866,77.578757,-52.3,0,745.1,0x0
30980,76.03,43219.0,0.2825,-1.1904,9.7864,-7.57,-3.42,1.005,12.98487,77.578752,-52.5,0,745.3,0x0
30990,76.09,43252.0,-0.135,-1.0901,9.899,-7.54,-3.33,1.015,12.984874,77.578746,-52.6,0,745.5,0x0
31000,75.99,43193.3,0.0444,-1.9154,9.7459,-7.61,-3.27,1.012,12.984878,77.578741,-51.5,0,745.7,0x0
31010,75.88,43133.1,0.3716,-1.7174,9.6269,-7.67,-3.24,0.998,12.984883,77.578735,-53.2,0,745.9,0x0
31020,75.97,43179.9,0.6244,-1.1677,9.9202,-7.65,-3.25,1.02,12.984887,77.57873,-53.2,0,746.1,0x0
31030,75.8,43082.7,0.1897,-1.4993,9.8272,-7.68,-3.2,1.014,12.984891,77.578724,-53.5,0,746.4,0x0
31040,75.81,43092.5,-0.1512,-1.2563,9.7137,-7.66,-3.13,0.999,12.984895,77.578718,-55.3,0,746.6,0x0
31050,75.69,43022.2,-0.3835,-1.4174,9.8223,-7.67,-3.03,1.012,12.984899,77.578713,-50.4,0,746.8,0x0
31060,75.66,43005.8,-0.1556,-1.4909,9.6885,-7.68,-2.95,0.999,12.984903,77.578708,-49.6,0,747.0,0x0
31070,75.64,42997.0,-0.0269,-1.2598,9.7332,-7.68,-2.87,1.0,12.984908,77.578702,-51.7,0,747.2,0x0
31080,75.61,42980.3,-0.664,-1.4086,9.7164,-7.71,-2.75,1.003,12.984912,77.578697,-48.7,0,747.4,0x0
31090,75.64,42997.1,0.1315,-1.3626,9.937,-7.7,-2.69,1.023,12.984916,77.578692,-49.5,0,747.6,0x0
31100,75.59,42966.0,0.1163,-1.1941,9.7543,-7.67,-2.66,1.002,12.984921,77.578686,-49.2,0,747.8,0x0
31110,75.48,42904.3,-0.0034,-1.0461,9.7824,-7.64,-2.59,1.003,12.984926,77.578681,-46.2,0,748.0,0x0
31120,75.38,42848.5,0.3603,-1.2471,9.8567,-7.64,-2.59,1.013,12.98493,77.578676,-49.2,0,748.2,0x0
31130,75.44,42883.0,0.2317,-1.5609,9.8268,-7.66,-2.56,1.015,12.984935,77.578671,-47.9,0,748.5,0x0
31140,75.39,42854.0,-0.5125,-1.8364,9.5854,-7.73,-2.45,0.996,12.984939,77.578666,-46.9,0,748.7,0x0
31150,75.28,42791.8,0.0259,-1.4463,9.7997,-7.76,-2.39,1.01,12.984944,77.578661,-46.2,0,748.9,0x0
31160,75.27,42783.9,-0.0666,-1.1384,9.7521,-7.73,-2.34,1.001,12.984949,77.578656,-43.6,0,749.1,0x0
31170,75.33,42816.3,0.4311,-1.2785,9.8518,-7.72,-2.36,1.014,12.984954,77.578651,-43.5,0,749.3,0x0
31180,75.23,42763.2,-0.1898,-1.7825,9.8578,-7.76,-2.3,1.021,12.984959,77.578647,-40.5,0,749.5,0x0
31190,75.02,42644.7,-0.2742,-1.5308,9.8833,-7.78,-2.23,1.02,12.984964,77.578642,-42.2,0,749.7,0x0
31200,74.88,42565.2,0.3118,-1.5174,9.7572,-7.81,-2.23,1.007,12.984969,77.578637,-43.0,0,749.9,0x0
31210,74.96,42608.2,0.4074,-1.6544,9.8179,-7.85,-2.22,1.016,12.984974,77.578633,-41.2,0,750.1,0x0
31220,74.92,42587.5,0.5119,-1.4663,9.771,-7.86,-2.23,1.009,12.984979,77.578628,-40.5,0,750.3,0x0
31230,74.82,42528.6,-0.5981,-1.6671,9.7038,-7.91,-2.14,1.006,12.984984,77.578624,-41.8,0,750.5,0x0
31240,74.61,42408.5,-0.2875,-1.4667,9.8137,-7.92,-2.06,1.012,12.984989,77.578619,-41.0,0,750.8,0x0
31250,74.87,42554.4,0.3813,-1.9165,9.7764,-7.97,-2.06,1.016,12.984994,77.578614,-43.2,0,751.0,0x0
31260,74.85,42544.7,0.4824,-1.6766,10.0256,-8.0,-2.08,1.037,12.984999,77.57861,-45.0,0,751.2,0x0
31270,74.54,42371.9,-0.2251,-2.0136,9.7677,-8.09,-2.0,1.017,12.985003,77.578605,-45.0,0,751.4,0x0
31280,74.43,42307.1,-0.5574,-1.9016,9.7652,-8.14,-1.9,1.016,12.985008,77.578599,-49.0,0,751.6,0x0
31290,74.59,42399.3,0.3465,-1.6102,9.8545,-8.19,-1.9,1.018,12.985012,77.578595,-45.0,0,751.8,0x0
31300,74.51,42350.0,-0.4454,-1.4008,9.8794,-8.18,-1.8,1.018,12.985017,77.57859,-43.9,0,752.0,0x0
31310,74.33,42248.3,-0.1518,-1.562,9.7028,-8.21,-1.77,1.002,12.985022,77.578585,-43.5,0,752.2,0x0
31320,74.16,42153.2,0.0877,-1.6546,9.8587,-8.25,-1.74,1.019,12.985027,77.578581,-42.0,0,752.4,0x0
31330,74.18,42162.6,0.6554,-1.2414,9.7845,-8.22,-1.77,1.008,12.985032,77.578576,-42.8,0,752.6,0x0
31340,74.22,42187.6,-0.6547,-1.0967,9.8769,-8.19,-1.66,1.015,12.985037,77.578571,-43.7,0,752.8,0x0
31350,74.24,42196.2,0.404,-1.5862,9.8351,-8.22,-1.67,1.016,12.985042,77.578566,-44.4,0,753.0,0x0
31360,74.32,42245.7,0.522,-1.5014,9.9209,-8.24,-1.7,1.024,12.985046,77.578562,-44.9,0,753.2,0x0
31370,74.3,42233.7,-0.7921,-1.0989,9.7364,-8.18,-1.57,1.002,12.985051,77.578557,-45.2,0,753.4,0x0
31380,74.36,42269.0,-0.0482,-1.2808,9.8671,-8.17,-1.54,1.014,12.985056,77.578552,-43.8,0,753.6,0x0
